anime_id,title,anime_url,anime_img,episodes,votes,rate,genres,rate_1,rate_2,rate_3,rate_4,rate_5,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller
1,Naruto Shippuuden,https://www.crunchyroll.com/naruto-shippuden,https://img1.ak.crunchyroll.com/i/spire4/1c1df98707aa0f22aa54342af725e48a1491245343_full.jpg,500,48518,4.81,action|adventure|fantasy|martial arts|shonen,1111,275,817,2341,43974,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,Shugo Chara,https://www.crunchyroll.com/shugo-chara,https://img1.ak.crunchyroll.com/i/spire1/7c0c0cd3958894b2dafc740ba847e4f11279141777_full.jpg,51,33688,4.86,comedy|fantasy|magical girls|shojo,503,104,438,1599,31044,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,BLEACH,https://www.crunchyroll.com/bleach,https://img1.ak.crunchyroll.com/i/spire2/52edb7a843abacb4ff0f642c8eda14401325114125_full.jpg,366,23900,4.83,action|adventure|shonen|supernatural,391,98,370,1457,21584,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,Naruto,https://www.crunchyroll.com/naruto,https://img1.ak.crunchyroll.com/i/spire2/0145388e3ecfdb5a63ce1e9feaeef44a1279141923_full.jpg,220,16613,4.8,action|adventure|fantasy|martial arts|shonen,456,64,282,818,14993,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,Skip Beat!,https://www.crunchyroll.com/skip-beat,https://img1.ak.crunchyroll.com/i/spire3/4bbe3a679c7365d16dd49c9d78ae992e1279142023_full.jpg,12,15011,4.91,comedy|drama|romance,98,20,112,696,14085,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,REBORN!,https://www.crunchyroll.com/reborn,https://img1.ak.crunchyroll.com/i/spire1/445d2fd74c924440b1ca61600789e2861383180162_full.jpg,12,12542,4.88,action|comedy|shonen|supernatural,114,47,132,587,11662,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7,Gintama,https://www.crunchyroll.com/gintama,https://img1.ak.crunchyroll.com/i/spire2/54c15675670ba44c1f98c3e11ba0cddf1515030877_full.jpg,379,11435,4.87,action|comedy|historical|sci-fi|shonen,133,47,124,509,10622,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8,La Corda d'Oro ~primo passo~ and ~secondo passo~,https://www.crunchyroll.com/la-corda-doro-primo-passo-and-secondo-passo,https://img1.ak.crunchyroll.com/i/spire2/383071a2c629ff64fb33669a793eac311293594874_full.png,12,9555,4.86,harem|music|romance,71,26,148,638,8672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9,Eyeshield 21,https://www.crunchyroll.com/eyeshield-21,https://img1.ak.crunchyroll.com/i/spire3/f7adee8b50d73664021c3e4e3042e8101279142732_full.jpg,12,8466,4.85,action|comedy|sports,99,43,115,547,7662,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Hayate the Combat Butler! (S1 e S2),https://www.crunchyroll.com/hayate-the-combat-butler-season-1-2,https://img1.ak.crunchyroll.com/i/spire4/8ad9366eab2ceca1a872a26c5b96574f1446849740_full.jpg,77,5689,4.85,comedy|harem|romance,47,12,92,461,5077,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,Natsume Yuujinchou,https://www.crunchyroll.com/natsume-yujin-cho,https://img1.ak.crunchyroll.com/i/spire1/3b7183aa0e0b39430cd4f294ab4a9f231327959666_full.jpg,39,5158,4.89,drama|fantasy|slice of life,24,7,58,349,4720,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,Myself; Yourself,https://www.crunchyroll.com/myself-yourself,https://img1.ak.crunchyroll.com/i/spire3/ce637f84d074ecb1d1a7d65ff85464f21273802656_full.jpg,12,4588,4.8,drama|romance|slice of life,47,24,120,440,3957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13,Blue Exorcist,https://www.crunchyroll.com/blue-exorcist,https://img1.ak.crunchyroll.com/i/spire1/e0c8a39fa014e57a95ef3682a4cc61d31483733959_full.jpg,12,4498,4.82,action|fantasy|shonen|supernatural,21,18,96,499,3864,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14,Durarara!!,https://www.crunchyroll.com/durarara,https://img1.ak.crunchyroll.com/i/spire4/4e653adda1d5c4622bd496dc10cacf211451958742_full.jpg,62,4042,4.85,action|mystery|supernatural,13,9,53,419,3548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15,Time of Eve,https://www.crunchyroll.com/time-of-eve,https://img1.ak.crunchyroll.com/i/spire2/afbe92137e5717d72f8f0ec9a9dca9321423792090_full.jpg,6,3864,4.87,drama|sci-fi|slice of life,24,9,42,294,3495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16,Tegami Bachi Letter Bee,https://www.crunchyroll.com/tegami-bachi-letter-bee,https://img1.ak.crunchyroll.com/i/spire1/beef79da8c22ef118f47afa068143cf21529088431_full.jpg,12,3593,4.83,drama|slice of life|supernatural,6,11,75,395,3106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17,School Days,https://www.crunchyroll.com/school-days,https://img1.ak.crunchyroll.com/i/spire1/ee4f69cccf34b06057eb7d3ae48f57191345364926_full.jpg,12,3484,4.13,drama|harem|romance,371,120,271,644,2078,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,Sword Art Online,https://www.crunchyroll.com/sword-art-online,https://img1.ak.crunchyroll.com/i/spire1/1695b24f123889418228be89e00b9a0d1570828158_full.jpg,89,3458,4.4,fantasy,163,153,284,385,2473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,The World God Only Knows,https://www.crunchyroll.com/the-world-god-only-knows,https://img1.ak.crunchyroll.com/i/spire3/4462386a1d99869f81bcc2cf3effc7671375831867_full.jpg,36,3443,4.77,comedy|harem|romance,13,18,97,485,2830,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,Demon King Daimao,https://www.crunchyroll.com/demon-king-daimao,https://img1.ak.crunchyroll.com/i/spire4/d876e77fc48e04830e37083c768453cf1279145332_full.jpg,12,3420,4.72,action|comedy|fantasy|harem|romance,30,26,125,504,2735,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,Neo Angelique Abyss,https://www.crunchyroll.com/neo-angelique-abyss,https://img1.ak.crunchyroll.com/i/spire4/a2fa03b20ae43176088bddfbbd60ae901279148471_full.jpg,12,3258,4.75,comedy|fantasy|romance,43,24,121,334,2736,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,Happiness!,https://www.crunchyroll.com/happiness,https://img1.ak.crunchyroll.com/i/spire3/2ccca23700d511a033d047ca0ae037ec1279142545_full.jpg,12,3069,4.73,fantasy|harem|romance,52,17,92,373,2535,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,Linebarrels of Iron,https://www.crunchyroll.com/linebarrels-of-iron,https://img1.ak.crunchyroll.com/i/spire1/7693af688a4ecab8da7f349ffa7d25691279142985_full.jpg,12,3026,4.58,action|mecha|sci-fi,145,25,130,365,2361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,Beelzebub,https://www.crunchyroll.com/beelzebub,https://img1.ak.crunchyroll.com/i/spire3/be709d61c2952bd6f73cbcf949b8e8931293503784_full.jpg,12,2928,4.79,action|comedy|supernatural,11,18,80,355,2464,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,Nogizaka Haruka no Himitsu,https://www.crunchyroll.com/nogizaka-haruka-no-himitsu,https://img1.ak.crunchyroll.com/i/spire3/c50f5b571000791ccac45e802c28f5471281738341_full.jpg,12,2504,4.85,comedy|romance|slice of life,24,7,39,192,2242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26,Chi's Sweet Home - Chi's New Address,https://www.crunchyroll.com/chis-sweet-home-chis-new-address,https://img1.ak.crunchyroll.com/i/spire2/0c9da2e3085a7acb7207ffb47785ea241279145339_full.jpg,12,2467,4.84,slice of life,30,8,31,182,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,Hanasakeru Seishonen,https://www.crunchyroll.com/hanasakeru-seishonen,https://img1.ak.crunchyroll.com/i/spire4/cd62441dec5884c39a8fd5567453e4ad1377640989_full.jpg,12,2461,4.81,drama|romance,21,11,52,255,2122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,Saki,https://www.crunchyroll.com/saki,https://img1.ak.crunchyroll.com/i/spire4/d9f5e51c6ce7a1c3c36cd0728596d2dc1389320768_full.jpg,38,2367,4.7,slice of life|sports,29,19,80,368,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29,Slam Dunk,https://www.crunchyroll.com/slam-dunk,https://img1.ak.crunchyroll.com/i/spire4/f26a43ba646fa169a232726fe578d0cd1279145968_full.jpg,12,2351,4.7,comedy|slice of life|sports,96,14,73,144,2024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30,The Tower of DRUAGA -the Aegis of URUK-,https://www.crunchyroll.com/the-tower-of-druaga-the-aegis-of-uruk-,https://img1.ak.crunchyroll.com/i/spire1/f9b8ee91d8312ed2f603b5ce2c9864651279143586_full.jpg,12,2247,4.75,adventure|comedy|fantasy,41,15,50,248,1893,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Hunter x Hunter,https://www.crunchyroll.com/hunter-x-hunter,https://img1.ak.crunchyroll.com/i/spire3/cbb55a6382682bf71e91f685c6473c5a1487736090_full.jpg,148,2244,4.85,action|adventure|fantasy|shonen,21,13,51,122,2037,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,11eyes,https://www.crunchyroll.com/11eyes,https://img1.ak.crunchyroll.com/i/spire2/1b95d5f8110840d5b1ab4c93a669d1641423696225_full.jpg,12,2137,4.58,harem|seinen,43,42,111,375,1566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,Attack on Titan,https://www.crunchyroll.com/attack-on-titan,https://img1.ak.crunchyroll.com/i/spire1/13b484b48acc14537703fbc505b087121558560482_full.jpg,60,2014,4.73,action|adventure|drama|fantasy|post-apocalyptic|thriller,43,32,56,157,1726,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,Koihime Musou,https://www.crunchyroll.com/koihime-musou,https://img1.ak.crunchyroll.com/i/spire4/84dd3c515706a4327d702a251fe49fce1279144317_full.jpg,12,1979,4.75,action|adventure,28,11,56,232,1652,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Black Clover,https://www.crunchyroll.com/black-clover,https://img1.ak.crunchyroll.com/i/spire2/1a39d39cbe3346cce5e44577cbb895041579741401_full.jpg,127,1941,3.84,action|adventure|comedy|fantasy|shonen,288,173,147,294,1039,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,H2O: Footprints in the Sand,https://www.crunchyroll.com/h2o-footprints-in-the-sand,https://img1.ak.crunchyroll.com/i/spire2/43e53321a8781400c87245a397894b021289442503_full.jpg,12,1889,4.77,drama|romance|slice of life,27,15,49,177,1621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
37,BLASSREITER,https://www.crunchyroll.com/blassreiter,https://img1.ak.crunchyroll.com/i/spire4/c4b257b8b59b571badc7d4a9cda33c511519930182_full.jpg,12,1869,4.63,action|drama|mecha|sci-fi,67,25,64,213,1500,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38,Another,https://www.crunchyroll.com/another,https://img1.ak.crunchyroll.com/i/spire1/6a63d28dc4193210a69c83f1fca67bf21325886769_full.jpg,12,1859,4.71,mystery,21,16,64,285,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,Glass Mask,https://www.crunchyroll.com/glass-mask,https://img1.ak.crunchyroll.com/i/spire4/bd41592934a765aae9a2fcde70d9ceeb1423783807_full.jpg,12,1709,4.84,romance,21,9,22,119,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,The Tower of DRUAGA -the Sword of URUK-,https://www.crunchyroll.com/the-tower-of-druaga-the-sword-of-uruk-,https://img1.ak.crunchyroll.com/i/spire2/9f83cdc6c90b81fa0c3c9943f74171dd1279145290_full.jpg,12,1645,4.71,adventure|comedy|fantasy,31,9,59,206,1340,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,5 Centímetros por Segundo,https://www.crunchyroll.com/5-centimeters-per-second,https://img1.ak.crunchyroll.com/i/spire4/db2c5206881d37ff23f027988e1116091362702997_full.jpg,12,1518,4.84,drama|romance,18,7,27,97,1369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,Dragon Crisis,https://www.crunchyroll.com/dragon-crisis,https://img1.ak.crunchyroll.com/i/spire1/2a4b1968412e2a3bb4bc081cba66d79c1293501286_full.jpg,12,1514,4.71,action|fantasy|harem,6,14,63,252,1179,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Inu X Boku Secret Service,https://www.crunchyroll.com/inu-x-boku-secret-service,https://img1.ak.crunchyroll.com/i/spire2/8e9deb3d532eb37c9d437ec63a8fe0901326138594_full.jpg,12,1473,4.75,,11,13,55,181,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,The Rising of the Shield Hero,https://www.crunchyroll.com/the-rising-of-the-shield-hero,https://img1.ak.crunchyroll.com/i/spire4/25627becf63b169d19af7efee6122e791555537428_full.jpg,25,1409,4.72,action|adventure|drama|fantasy|isekai|seinen,36,29,41,85,1218,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,Asura Cryin',https://www.crunchyroll.com/asura-cryin,https://img1.ak.crunchyroll.com/i/spire3/80d9bd5768c9ab994feabf7f592fc29d1273791851_full.jpg,12,1406,4.73,action|fantasy|harem|mecha,10,14,53,190,1139,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Usagi Drop,https://www.crunchyroll.com/usagi-drop,https://img1.ak.crunchyroll.com/i/spire3/5cbf0fdfe8d3c0aafca4732d2c1f3df71309282623_full.jpg,12,1402,4.89,comedy|drama|slice of life,6,0,15,106,1275,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,07 Ghost,https://www.crunchyroll.com/07-ghost,https://img1.ak.crunchyroll.com/i/spire4/1d3f1855ba933617b4d6792d9d3154191300831088_full.jpg,12,1400,4.78,fantasy,9,14,27,180,1170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,No. 6,https://www.crunchyroll.com/no-6,https://img1.ak.crunchyroll.com/i/spire3/dca9bed9a499f3726c8d8b2739597cb11310169368_full.jpg,12,1374,4.68,action|adventure,18,13,62,198,1083,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,SKET Dance,https://www.crunchyroll.com/sket-dance,https://img1.ak.crunchyroll.com/i/spire3/69265eb93a25ab7d8a9180eb18be87f91301520977_full.jpg,77,1364,4.77,comedy|shonen|slice of life,11,8,33,173,1139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
50,Otome Yokai Zakuro,https://www.crunchyroll.com/otome-yokai-zakuro,https://img1.ak.crunchyroll.com/i/spire3/386d1502f639bf789e6d3cdb81ec8efd1285798977_full.jpg,12,1326,4.77,action|historical|romance,5,2,40,193,1086,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,Lilpri,https://www.crunchyroll.com/lilpri,https://img1.ak.crunchyroll.com/i/spire1/1d6757bf2a0ecd6009200ec8954986e21275429494_full.jpg,12,1323,4.79,comedy|fantasy|music,14,3,36,136,1134,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,Squid Girl,https://www.crunchyroll.com/squid-girl,https://img1.ak.crunchyroll.com/i/spire3/cd29219a95ba07cf19a03065086d457d1285618435_full.jpg,26,1319,4.72,comedy|supernatural,10,11,43,213,1042,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,Yokuwakaru Gendai Maho,https://www.crunchyroll.com/yokuwakaru-gendai-maho,https://img1.ak.crunchyroll.com/i/spire1/9ba846366ac278397026fc0dbd85ad241279145309_full.jpg,12,1288,4.59,magical girls,29,18,65,234,942,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,A Bridge to the Starry Skies - Hoshizora e Kakaru Hashi,https://www.crunchyroll.com/a-bridge-to-the-starry-skies-hoshizora-e-kakaru-hashi,https://img1.ak.crunchyroll.com/i/spire1/81dd54fdff01b94c9d0db26cde9d345b1301615143_full.jpg,12,1282,4.68,harem|seinen,17,14,56,187,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,Occult Academy,https://www.crunchyroll.com/occult-academy,https://img1.ak.crunchyroll.com/i/spire4/f04613ba958a842966e71eefa78902851277849939_full.jpg,12,1273,4.58,adventure|supernatural,10,13,69,315,866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56,Kaasan Mom's Life,https://www.crunchyroll.com/kaasan-moms-life,https://img1.ak.crunchyroll.com/i/spire1/6dc85bff282441835d9807ec70a88d5f1279147059_full.jpg,12,1201,4.69,comedy|slice of life,33,8,37,141,982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,Re:ZERO -Starting Life in Another World-,https://www.crunchyroll.com/rezero-starting-life-in-another-world-,https://img1.ak.crunchyroll.com/i/spire2/4ea073a64ebabedc9a2d2d690659c8c01579337678_full.jpg,63,1164,4.55,action|adventure|comedy|drama|fantasy|isekai|romance,44,34,60,120,906,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,One Piece,https://www.crunchyroll.com/one-piece,https://img1.ak.crunchyroll.com/i/spire4/8056a82e973dde98ebb82abd39dc69731564519729_full.jpg,1135,1142,4.7,action|adventure|fantasy|shonen,42,15,35,63,987,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59,A Dark Rabbit has Seven Lives,https://www.crunchyroll.com/a-dark-rabbit-has-seven-lives,https://img1.ak.crunchyroll.com/i/spire1/65d9ba376a2df8b74499550166ae1fa31310005744_full.jpg,12,1130,4.62,,24,25,49,157,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Kono Aozora ni Yakusoku wo,https://www.crunchyroll.com/kono-aozora-ni-yakusoku-wo,https://img1.ak.crunchyroll.com/i/spire3/e36ef8cda32620a906bc784fb168f8961279145347_full.jpg,12,1119,4.6,drama|harem,37,14,59,144,865,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Fate/Zero,https://www.crunchyroll.com/fatezero,https://img1.ak.crunchyroll.com/i/spire3/2ee05df6e44530437069955b71f09daf1317839234_full.jpg,25,1097,4.79,action|fantasy|supernatural|thriller,12,8,25,109,943,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
62,JoJo's Bizarre Adventure,https://www.crunchyroll.com/jojos-bizarre-adventure,https://img1.ak.crunchyroll.com/i/spire3/04b29833ccaaf2ee6bda1d08f2f02ecf1539039197_full.jpg,158,1074,4.87,action|adventure|shonen|supernatural,9,6,16,52,991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
63,Chihayafuru,https://www.crunchyroll.com/chihayafuru,https://img1.ak.crunchyroll.com/i/spire1/3711c8d7170680a6f6fa3503b2ca7da31572467477_full.jpg,74,1054,4.83,drama|romance|slice of life|sports,9,4,21,90,930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
64,My Hero Academia,https://www.crunchyroll.com/my-hero-academia,https://img1.ak.crunchyroll.com/i/spire2/cccce22d1dfaaf713284a617ee0b539a1572467883_full.jpg,86,1025,4.8,action|fantasy|shonen,16,10,23,63,913,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,Your lie in April,https://www.crunchyroll.com/your-lie-in-april,https://img1.ak.crunchyroll.com/i/spire3/40e6c04e05ce1efb08815b870a6d39331412797514_full.jpg,22,1014,4.85,drama|music|romance|shonen,8,7,25,53,921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
66,Fairy Musketeers,https://www.crunchyroll.com/fairy-musketeers,https://img1.ak.crunchyroll.com/i/spire3/c50dddde547e8c8e64dd51abee3ea2921279145317_full.jpg,12,1001,4.77,fantasy|magical girls,20,3,25,94,859,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Air Master,https://www.crunchyroll.com/air-master,https://img1.ak.crunchyroll.com/i/spire3/d2f7dc87bc7ff25c034396460d55cfab1273790662_full.jpg,12,973,4.5,seinen,42,9,70,148,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68,Nogizaka Haruka no Himitsu - Purezza -,https://www.crunchyroll.com/nogizaka-haruka-no-himitsu-purezza-,https://img1.ak.crunchyroll.com/i/spire4/948bff2ae507a9102a8d8550fe1263ee1279146445_full.jpg,12,966,4.76,comedy|romance|slice of life,10,6,22,132,796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
69,Hyakko,https://www.crunchyroll.com/hyakko,https://img1.ak.crunchyroll.com/i/spire2/76f3cb6b81dccd992916ea149220dfb41450743734_full.jpg,12,956,4.7,comedy,22,9,25,124,776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Is It Wrong to Try to Pick Up Girls in a Dungeon?,https://www.crunchyroll.com/is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon,https://img1.ak.crunchyroll.com/i/spire4/316cad91725ebe89703b8306e95e9d941564075240_full.jpg,26,947,4.62,adventure|comedy|fantasy|harem|romance,26,25,41,100,755,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71,DARLING in the FRANXX,https://www.crunchyroll.com/darling-in-the-franxx,https://img1.ak.crunchyroll.com/i/spire4/e8e3c09f8450c3d8a90a03e2198688f61515484130_full.jpg,50,946,4.34,action|drama|mecha|romance|sci-fi,52,49,83,101,661,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
72,"Listen to Me, Girls, I’m Your Father!",https://www.crunchyroll.com/listen-to-me-girls-im-your-father,https://img1.ak.crunchyroll.com/i/spire4/ab1040e21dceb2f4866d623507dcafdd1336684022_full.jpg,12,937,4.68,harem,17,6,41,131,742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,BORUTO: NARUTO NEXT GENERATIONS,https://www.crunchyroll.com/boruto-naruto-next-generations,https://img1.ak.crunchyroll.com/i/spire1/ffe5a84ffeafce5f20693f7e9b6ff0151579221442_full.jpg,148,893,3.21,action|adventure|fantasy|shonen,237,127,80,111,338,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74,Brave 10,https://www.crunchyroll.com/brave-10,https://img1.ak.crunchyroll.com/i/spire3/0ad95ed4fd62f25cf311c5c19d4198661325696546_full.jpg,12,892,4.64,historical,12,13,41,150,676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,HEROMAN,https://www.crunchyroll.com/heroman,https://img1.ak.crunchyroll.com/i/spire4/553eb268c3b32b6228cc3f75b4a44a3e1279147038_full.jpg,12,891,4.55,mecha,18,9,58,187,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Food Wars! Shokugeki no Soma,https://www.crunchyroll.com/food-wars-shokugeki-no-soma,https://img1.ak.crunchyroll.com/i/spire4/bdb7cd339117868cd6696dce922f318e1571270456_full.jpg,74,884,4.77,action|comedy|shonen,10,16,17,84,757,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
